ID	Log2FC	FDR	AveExpr	P value	MUP-uPA_1 CPM	MUP-uPA_2 CPM	MUP-uPA_3 CPM	MUP-uPA_4 CPM	MUP-uPA-doubleTrt_1 CPM	MUP-uPA-doubleTrt_2 CPM	MUP-uPA-doubleTrt_3 CPM	MUP-uPA-doubleTrt_4 CPM
ENSMUSG00000021270	0.981106103	0.004964376	7.953587767	6.45E-05	132.727	181.788	134.051	251.187	257.68	241.47	326.21	407.19
ENSMUSG00000032360	1.919087855	0.005196704	0.655755055	6.79E-05	0.402	1.495	0.418	0.33	1.717	2.039	2.436	2.628
ENSMUSG00000031844	0.634639139	0.005226465	6.964539267	6.86E-05	107.963	93	95.284	116.882	159.468	132.85	136.778	143.053
ENSMUSG00000029561	-0.9884116	0.005243757	3.742233321	6.92E-05	27.35	12.024	19.419	15.905	7.633	9.237	6.429	10.072
ENSMUSG00000024388	-2.816687581	0.005249537	-0.190353391	6.96E-05	2.413	0.408	1.949	0.594	0.064	0.3	0.135	0.146
ENSMUSG00000029380	2.519334947	0.005739706	5.615875837	7.64E-05	18.501	17.255	18.375	8.184	12.658	11.156	185.439	102.181
ENSMUSG00000002602	-0.59246334	0.006126022	5.27673861	8.20E-05	55.044	48.776	53.871	39.797	26.779	29.449	31.47	28.538
ENSMUSG00000000739	2.265996131	0.006128284	0.481666659	8.24E-05	0.689	0.611	0.348	0.264	0.954	1.2	1.557	4.452
ENSMUSG00000029298	-0.799665335	0.006180391	4.372132245	8.35E-05	35.107	28.124	24.917	23.033	11.068	15.594	11.302	18.465
ENSMUSG00000027848	-1.151833734	0.006191995	3.849676014	8.41E-05	35.681	14.334	22.272	11.814	7.251	7.617	11.911	6.642
ENSMUSG00000008734	-1.349433428	0.006238835	3.303819228	8.56E-05	8.55	24.66	8.004	17.957	3.626	4.974	4.999	6.988
ENSMUSG00000074768	1.183749192	0.006238835	10.69805089	8.54E-05	1769.289	514.997	928.059	1097.144	2085.614	1838.972	2924.116	1860.344
ENSMUSG00000024851	-1.115495068	0.006287543	2.763537111	8.66E-05	9.366	13.858	7.865	7.656	3.498	3.359	3.046	5.839
ENSMUSG00000052336	-1.253078023	0.006426778	2.654708144	8.90E-05	15.054	8.356	6.96	6.534	2.035	4.498	4.467	2.7
ENSMUSG00000103560	1.497399303	0.006482967	3.273937252	9.02E-05	6.55	4.959	6.125	3.762	4.834	8.097	18.747	21.312
ENSMUSG00000015519	3.126395386	0.006519713	1.550535308	9.15E-05	0.575	1.97	0	0	1.527	6.298	4.467	7.007
ENSMUSG00000102418	-2.641730414	0.006519713	0.179737996	9.14E-05	0.632	3.329	0.766	2.508	0.254	0.18	0.068	0.511
ENSMUSG00000000440	-0.74020741	0.006564634	4.041989697	9.27E-05	26.89	22.01	17.4	20.525	10.75	14.695	11.708	9.123
ENSMUSG00000049775	-0.927152306	0.006564634	6.032660659	9.30E-05	76.131	153.12	68.139	68.703	35.367	35.327	52.722	45.981
ENSMUSG00000056069	-1.300996841	0.006654636	2.03111993	9.47E-05	8.102	6.725	3.48	5.478	2.163	3.179	1.895	1.314
ENSMUSG00000022094	0.732811148	0.006787556	7.302283223	9.72E-05	140.771	113.583	158.551	91.209	221.55	180.952	202.494	140.352
ENSMUSG00000074240	-1.280289594	0.006787556	5.247276555	9.75E-05	100.551	29.415	70.715	28.643	15.775	28.909	16.514	22.115
ENSMUSG00000038305	-1.065727537	0.007079473	2.428151519	0.00010219	10.859	6.046	6.96	6.204	3.308	3.719	2.572	3.138
ENSMUSG00000105361	-3.883593068	0.007207272	9.212442776	0.000104508	1450.88	1102.381	493.434	1643.318	133.416	80.647	0	70.002
ENSMUSG00000034591	0.928137565	0.007314582	6.250769721	0.000106544	42.921	81.315	32.504	65.272	89.689	92.425	120.062	74.957
ENSMUSG00000016756	0.651229285	0.0074048	7.957609227	0.00010883	168.006	222.208	246.039	182.879	274.791	283.634	284.926	300.776
ENSMUSG00000082319	2.626265112	0.0074048	-0.952875121	0.00010872	0.172	0.136	0	0.132	0.7	0.78	0.338	0.803
ENSMUSG00000029407	0.57766349	0.007424665	5.698013755	0.000109609	40.68	41.711	45.937	47.32	50.76	60.757	60.978	61.381
ENSMUSG00000086253	2.891184297	0.007630876	-1.100734919	0.000113154	0.115	0	0.209	0	0.636	0.66	0.744	0.292
ENSMUSG00000034255	-1.243560236	0.007743696	2.599049039	0.000115335	13.136	12.16	5.638	4.686	3.244	3.419	3.993	2.555
ENSMUSG00000001143	0.892866315	0.007856872	2.679478942	0.000118027	4.712	4.687	4.385	4.884	6.743	7.197	8.324	8.612
ENSMUSG00000004460	0.684378652	0.007856872	6.729107934	0.000120909	76.131	77.375	88.672	100.514	102.474	119.475	122.227	147.067
ENSMUSG00000009585	-1.115018732	0.007856872	2.683359313	0.000121145	9.251	12.568	8.491	6.336	2.29	3.839	5.55	3.284
ENSMUSG00000020914	-1.166929189	0.007856872	2.776817442	0.000119949	16.433	8.084	8.004	6.996	2.608	4.798	3.452	4.671
ENSMUSG00000027624	-0.998559651	0.007856872	2.89254481	0.00012096	10.285	10.869	10.162	9.834	6.552	4.858	4.602	2.336
ENSMUSG00000036620	-0.677664644	0.007856872	3.860001816	0.000119091	17.467	20.923	18.305	18.347	10.623	10.736	12.114	8.32
ENSMUSG00000038754	2.252776123	0.007856872	7.023141774	0.000120489	14.192	82.538	19.419	73.455	66.726	63.696	309.561	357.121
ENSMUSG00000058216	-0.659331813	0.007856872	5.177945679	0.000120244	62.973	43.545	43.709	37.883	25.316	26.63	31.403	22.334
ENSMUSG00000021665	-0.74664842	0.00790296	3.95426982	0.000122727	28.185	17.434	20.411	15.878	11.548	10.584	11.302	9.855
ENSMUSG00000056220	-1.241868776	0.00790296	1.70956611	0.000122892	3.965	6.589	5.081	3.102	1.972	1.979	1.421	1.606
ENSMUSG00000031659	-0.890465044	0.008063695	3.335402764	0.000125921	17.237	17.119	10.858	9.966	5.025	6.957	7.445	6.861
ENSMUSG00000027962	-0.716795505	0.008087825	5.439600584	0.000126828	72.569	54.482	62.223	40.061	25.316	27.05	38.035	32.844
ENSMUSG00000021200	-1.753304326	0.008144236	2.210119822	0.000128247	4.367	17.051	2.714	5.478	2.099	1.439	2.098	2.044
ENSMUSG00000020312	-1.446950934	0.008378974	2.222859106	0.000132493	11.319	3.6	8.283	4.818	2.608	3.479	1.421	1.606
ENSMUSG00000003721	1.315315466	0.008521992	7.462697449	0.000136285	57.4	106.247	59.509	197.399	163.348	198.946	307.531	275.45
ENSMUSG00000072941	-0.673143156	0.008521992	4.822679314	0.000136265	33.325	32.744	45.658	34.649	18.701	22.552	17.529	22.991
ENSMUSG00000078672	0.899841055	0.008521992	12.17724102	0.000136432	3364.541	2822.873	4936.376	2581.628	6002.787	5767.383	5800.046	5205.59
ENSMUSG00000050423	-2.334990451	0.00866552	0.227174161	0.000139299	0.804	1.766	3.202	1.518	0.191	0.78	0.135	0.146
ENSMUSG00000003849	-1.219641196	0.00889441	2.67180956	0.000144145	14.996	7.676	4.802	9.438	2.608	3.959	3.316	4.16
ENSMUSG00000024277	-0.663943208	0.00889441	4.205435245	0.000143805	24.419	25.746	26.031	19.205	13.74	11.396	13.536	14.67
ENSMUSG00000042251	0.53776888	0.008949631	7.179824819	0.000145627	120.776	129.819	127.3	122.888	162.648	173.155	157.691	154.366
ENSMUSG00000030945	2.403757204	0.008986394	-0.498422633	0.000146982	0.057	0.272	0.139	0.33	0.954	0.54	0.744	1.606
ENSMUSG00000042129	-1.251457284	0.008986394	3.737637624	0.000147405	12.526	40.42	10.858	15.707	6.806	7.857	8.527	6.277
ENSMUSG00000037946	-1.206999608	0.009088323	1.592997853	0.000149673	3.965	6.046	3.689	3.366	1.527	1.919	1.692	1.387
ENSMUSG00000010307	-1.201926733	0.009297669	3.874499528	0.000153731	28.384	19.836	25.752	12.408	11.322	12.775	3.925	5.328
ENSMUSG00000030827	-1.369978775	0.009343661	3.301237449	0.000155717	12.928	14.402	5.986	25.277	7.251	4.558	3.384	5.182
ENSMUSG00000032089	-0.895547845	0.009343661	3.075502954	0.000155627	12.066	16.236	8.909	8.778	5.979	4.918	5.753	5.182
ENSMUSG00000027870	-3.33359763	0.009361805	1.45404536	0.000156634	1.092	4.28	0.209	13.793	0.318	0.12	0.947	0.365
ENSMUSG00000054453	-1.58499515	0.00977162	1.924229554	0.000164132	3.735	5.57	3.828	9.768	1.781	1.26	0.947	2.846
ENSMUSG00000022040	0.615165733	0.009783412	8.833867808	0.000164972	392.148	356.782	395.264	381.73	570.764	541.298	542.849	432.954
ENSMUSG00000026819	0.644341024	0.009887315	6.865112655	0.000167373	101.7	87.905	120.062	76.293	162.076	126.013	125.273	122.755
ENSMUSG00000026548	-1.725644143	0.00992109	0.223346442	0.000168595	1.839	1.766	1.74	1.32	0.318	0.66	0.203	0.584
ENSMUSG00000072620	-0.971504819	0.00996671	2.441038284	0.000170025	7.757	9.782	5.986	6.27	2.926	3.899	3.046	3.576
ENSMUSG00000025260	0.624137586	0.01005038	6.939358262	0.000172111	116.064	102.85	83.939	106.388	127.663	122.894	150.314	158.526
ENSMUSG00000036040	-0.992508607	0.010293023	4.664672197	0.000176942	55.619	20.516	38.42	28.181	12.213	12.535	20.168	18.465
ENSMUSG00000022504	-1.159876774	0.010373678	2.195619044	0.000181732	7.699	9.375	4.176	4.884	2.544	2.039	3.249	2.482
ENSMUSG00000027111	-0.990876579	0.010373678	3.037644237	0.000179042	12.583	16.1	11.136	6.138	5.152	5.758	5.685	3.795
ENSMUSG00000031375	-0.703242309	0.010373678	6.927941173	0.000179958	204.262	109.575	181.032	144.139	86.826	83.489	98.675	80.358
ENSMUSG00000045932	-0.970328579	0.010373678	4.041251833	0.000181573	32.636	17.662	21.855	19.667	7.697	12.115	6.768	14.816
ENSMUSG00000056124	-0.977691313	0.010373678	2.324782122	0.000181572	7.469	6.793	6.264	6.798	2.163	3.359	3.249	3.576
ENSMUSG00000040412	-1.218317921	0.010592327	1.911977376	0.000186257	7.814	5.842	3.689	4.158	1.654	2.879	2.03	1.606
ENSMUSG00000058207	1.170569254	0.010801232	12.36388322	0.000191348	3823.741	2876.336	5592.295	1542.232	7694.788	5606.164	6297.686	7828.566
ENSMUSG00000081207	0.875287617	0.010801232	4.453238285	0.000191004	18.893	9.682	16.997	19.227	25.732	31.338	32.727	17.269
ENSMUSG00000026360	-0.754107647	0.010918878	3.282006771	0.000194148	14.537	14.402	10.927	11.286	6.806	6.238	7.445	6.423
ENSMUSG00000038608	-0.893792474	0.011007308	4.861799746	0.000196666	34.647	68.069	33.617	24.881	16.093	19.313	18.747	22.042
ENSMUSG00000039116	-1.267141803	0.011007308	2.692465663	0.000197165	7.01	18.342	6.334	6.534	3.753	4.258	3.655	2.336
ENSMUSG00000045314	0.866588985	0.011026317	2.95860906	0.0001985	6.55	6.793	4.385	5.346	9.16	7.377	10.49	10.291
ENSMUSG00000058997	0.62234035	0.011026317	7.572771298	0.000198953	158.985	152.645	153.192	169.152	241.269	267.02	206.284	160.424
ENSMUSG00000030217	-1.128426172	0.011318279	2.974114371	0.000204963	17.41	6.318	12.041	9.108	2.862	5.098	5.144	5.109
ENSMUSG00000030934	0.705373552	0.011333213	8.868128591	0.000205977	387.264	495.229	276.246	353.417	632.656	590.719	483.63	482.438
ENSMUSG00000037818	0.552452962	0.011443282	4.649955976	0.000208729	23.73	21.127	21.298	19.865	27.479	32.688	27.41	24.815
ENSMUSG00000021624	-1.214464313	0.011838419	1.770441319	0.000216713	3.62	7.443	4.357	4.026	1.781	1.574	2.301	1.752
ENSMUSG00000102758	-0.74734329	0.011938747	4.050805395	0.000219333	28.212	15.692	24.5	18.941	10.559	12.835	10.829	12.043
ENSMUSG00000018774	-0.640079601	0.011946308	4.634453634	0.000220498	31.372	37.974	30.416	28.115	15.075	16.614	23.552	17.59
ENSMUSG00000022488	-1.039591718	0.011946308	4.474113058	0.000221627	25.454	59.373	21.228	21.317	10.686	12.415	16.784	14.524
ENSMUSG00000032115	0.995333544	0.011946308	7.81753464	0.000221823	113.249	133.895	149.155	234.093	174.034	252.266	317.006	382.447
ENSMUSG00000074896	-0.937830695	0.012072032	4.320012242	0.00022495	42.231	21.738	27.771	19.403	11.195	19.613	9.137	11.532
ENSMUSG00000030220	-0.890261223	0.012370938	4.636370075	0.000231331	25.971	59.577	27.284	24.551	14.566	15.954	19.085	15.765
ENSMUSG00000044811	-1.311726626	0.012442508	1.89838703	0.000233486	4.654	9.443	3.758	3.96	1.527	1.619	2.098	2.482
ENSMUSG00000026109	1.79503661	0.012507012	1.975557	0.000235517	1.436	3.397	0.766	1.782	2.354	4.318	4.399	11.313
ENSMUSG00000018566	-3.264886444	0.012528456	-0.649468232	0.000236743	0.689	0.747	2.227	0.198	0	0.06	0.271	0
ENSMUSG00000041801	-1.562153651	0.012622726	0.628599819	0.000239352	2.643	1.291	2.506	2.376	0.572	0.54	0.744	0.803
ENSMUSG00000020571	0.637535206	0.012702368	7.726243057	0.000241696	153.699	178.255	159.665	207.232	219.388	242.01	227.332	280.705
ENSMUSG00000002997	-1.687361488	0.012739797	0.689315148	0.000243244	2.356	2.581	2.506	2.046	1.399	0.48	0.338	0.365
ENSMUSG00000006519	-0.962371525	0.012741079	3.214120944	0.000244104	12.124	20.584	10.371	8.58	6.425	5.518	6.768	4.671
ENSMUSG00000041471	0.797843027	0.013123247	5.196079832	0.000252287	23.673	30.298	28.606	30.293	35.748	30.469	65.242	43.281
ENSMUSG00000029299	-1.319787423	0.013245282	2.960992255	0.000256372	7.412	23.98	7.935	7.458	3.562	3.059	4.67	5.109
ENSMUSG00000041625	0.632176576	0.013245282	5.179195683	0.00025574	29.248	25.761	37.716	27.245	49.256	43.637	40.496	32.731
ENSMUSG00000031133	-0.760746035	0.013315213	3.121500714	0.000258599	12.928	12.568	11.275	9.042	5.534	6.837	5.685	5.912
ENSMUSG00000036282	0.541362206	0.013331869	4.69665415	0.000259797	23.328	23.097	22.342	20.525	30.723	33.168	27.884	24.012
ENSMUSG00000021930	0.606318444	0.013341973	4.106102067	0.000260869	13.675	15.081	16.008	12.804	18.001	19.433	21.522	18.976
ENSMUSG00000111371	0.579105303	0.01346283	4.483549474	0.000264116	18.138	18.342	17.826	21.16	25.058	28.101	25.025	22.583
ENSMUSG00000045394	-1.425908734	0.013723267	2.528574148	0.000270125	14.135	2.921	9.953	7.59	3.371	4.018	1.895	2.19
ENSMUSG00000026395	-0.857673076	0.013742195	5.537380332	0.000271449	55.504	104.752	42.874	51.808	24.744	26.87	39.05	33.282
ENSMUSG00000110235	-2.235362725	0.013742195	-0.84934004	0.000272301	0.804	0.747	0.696	0.66	0.191	0.06	0.203	0.073
ENSMUSG00000034163	0.52382966	0.013745895	5.901318926	0.000273276	48.667	58.354	46.702	53.656	68.189	62.077	68.355	66.636
ENSMUSG00000037872	-2.519415006	0.013919406	-0.646774052	0.000277639	0.689	1.722	0.766	0.462	0	0.12	0.203	0.219
ENSMUSG00000035413	-0.925645511	0.014344507	2.770813406	0.00028706	11.779	7.337	8.839	9.108	3.944	5.938	4.534	2.992
ENSMUSG00000026288	-0.904942274	0.014391559	3.662943064	0.000288945	15.226	27.581	13.99	12.936	6.234	7.617	9.475	9.488
ENSMUSG00000016494	-1.180784565	0.014459575	3.408862083	0.00029126	23.787	7.201	19.765	10.956	5.852	5.398	8.798	4.16
ENSMUSG00000089865	-3.892160221	0.014582698	-1.087524337	0.000294697	0.782	0.604	0	1.199	0	0.121	0	0
ENSMUSG00000024292	0.687866745	0.014820767	6.895389426	0.00030048	92.966	101.491	119.296	73.521	128.299	109.099	141.516	171.736
ENSMUSG00000029919	-0.943886964	0.014929209	2.668449199	0.000303658	9.883	11.209	7.169	6.6	4.071	4.618	4.805	2.555
ENSMUSG00000025887	-1.487079245	0.014930305	2.72388144	0.00030466	17.525	4.008	12.389	6.468	2.417	4.138	4.737	1.533
ENSMUSG00000027864	-0.80232693	0.015015737	3.451774007	0.000307389	18.157	13.994	15.173	11.088	7.506	6.598	10.084	5.547
ENSMUSG00000058022	0.572112715	0.015154257	7.190391319	0.000311219	120.201	126.015	104.541	145.195	175.943	169.437	159.924	153.636
ENSMUSG00000028581	-0.895730734	0.015316572	4.693539385	0.000315557	28.671	62.294	25.126	27.059	15.393	14.275	19.559	18.465
ENSMUSG00000054827	0.90504686	0.015573433	9.103322376	0.000322388	311.765	409.838	257.871	625.393	720.627	612.851	702.773	666.217
ENSMUSG00000079015	0.705666839	0.015573433	11.28195446	0.000322893	2078.463	2055.455	2238.478	1670.538	3257.735	2592.172	2927.806	2857.316
ENSMUSG00000028036	-1.768467854	0.015707975	-0.046655448	0.000329901	1.207	1.291	1.462	1.452	0.509	0.18	0.203	0.511
ENSMUSG00000029032	-1.000012545	0.015707975	2.354316212	0.000330609	8.848	6.725	7.169	5.412	3.562	4.018	1.963	2.919
ENSMUSG00000031633	-0.77516365	0.015707975	3.197967031	0.000330835	13.445	14.402	11.902	8.844	5.407	6.418	6.429	6.861
ENSMUSG00000038070	-0.953967324	0.015707975	2.188847136	0.000329042	7.297	5.435	5.986	5.94	2.226	3.479	2.775	2.846
ENSMUSG00000048612	-0.701758082	0.015707975	4.134935821	0.000327767	28.671	22.961	23.038	17.291	15.775	11.636	13.468	9.269
ENSMUSG00000037280	-1.33777101	0.015946423	1.112700147	0.000336904	2.586	4.076	2.714	2.904	1.399	0.66	1.218	1.022
ENSMUSG00000064262	-0.770049226	0.015966626	3.923103859	0.000338378	15.284	29.619	16.635	19.007	11.195	10.916	11.167	8.685
ENSMUSG00000044734	-1.666600381	0.016520662	2.707964251	0.000351204	9.021	6.114	5.29	19.931	1.018	2.039	4.399	4.014
ENSMUSG00000054404	-0.512625655	0.01666232	5.11731879	0.000356357	46.081	47.213	44.197	35.441	25.571	27.95	28.966	25.107
ENSMUSG00000058385	-1.819999234	0.01666232	-0.194778192	0.000356402	1.494	1.155	0.766	1.386	0.254	0.24	0.271	0.438
ENSMUSG00000027315	-1.397003313	0.016825089	1.285811282	0.000360987	4.769	1.97	4.385	2.904	0.954	1.739	1.083	0.949
ENSMUSG00000035031	0.660794705	0.017164753	10.23878672	0.000369401	1079.742	1024.424	1133.451	748.083	1444.816	1500.039	1326.16	1319.297
ENSMUSG00000021262	-1.055219692	0.017298304	3.161294449	0.00037341	9.478	22.416	10.09	8.843	4.643	4.433	6.681	5.766
ENSMUSG00000000290	-1.266846677	0.018113393	4.734121286	0.000392193	23.673	90.894	21.924	24.353	14.503	12.415	14.145	17.298
ENSMUSG00000018417	0.633838248	0.018375534	7.836390957	0.000399075	165.075	205.836	190.359	196.343	238.916	205.723	311.186	288.66
ENSMUSG00000027356	-1.521462909	0.018544732	1.155610046	0.000403974	4.252	2.106	3.132	3.498	1.209	1.739	0.406	0.657
ENSMUSG00000029622	-0.597721643	0.018544732	5.224736557	0.000405183	51	62.207	40.973	37.234	28.12	25.507	31.617	26.582
ENSMUSG00000019066	-0.781287389	0.018807027	3.322332128	0.000413189	14.422	12.975	15.451	10.164	6.488	9.416	5.888	5.62
ENSMUSG00000020227	-1.692139632	0.018807027	2.728698991	0.000415481	4.482	27.241	5.081	5.808	2.672	3.059	3.858	1.971
ENSMUSG00000027030	-0.995864243	0.018807027	2.610330697	0.000415034	7.757	11.752	5.15	9.042	3.562	4.018	4.602	2.846
ENSMUSG00000110199	1.817101768	0.018807027	0.260821772	0.00041585	0.402	0.34	0.209	1.056	1.145	1.499	1.76	2.044
ENSMUSG00000028469	0.535435881	0.019111332	5.217994421	0.000423832	28.441	38.185	31.738	30.227	37.72	45.197	42.434	40.434
ENSMUSG00000032006	-0.930372604	0.019256924	2.287165182	0.000430611	7.987	5.57	6.89	5.874	2.417	3.119	3.316	3.43
ENSMUSG00000046404	0.556053601	0.019256924	5.034080554	0.000430288	29.303	28.532	26.031	28.181	31.479	34.967	45.751	34.517
ENSMUSG00000055254	-1.040113975	0.019256924	3.697670111	0.000430852	22.236	17.595	24.708	9.174	5.343	12.835	6.362	7.226
ENSMUSG00000022340	-1.690241014	0.019306771	0.732079884	0.000433583	2.586	2.446	1.67	3.036	0.572	1.08	0.947	0.073
ENSMUSG00000032334	-1.160215937	0.019306771	2.43686556	0.000434501	8.906	4.619	9.814	7.392	3.053	2.699	4.873	1.679
ENSMUSG00000025646	1.283436332	0.019395715	1.450259853	0.000437775	1.742	1.335	2.177	1.235	2.478	4.512	2.466	4.598
ENSMUSG00000022594	-1.176714251	0.019415112	1.967982076	0.000440563	7.412	3.736	6.334	4.62	3.18	2.099	2.166	1.241
ENSMUSG00000049744	-1.070888734	0.019415112	1.711283412	0.00044076	5.458	4.959	4.594	3.036	1.717	1.979	2.369	1.533
ENSMUSG00000040127	1.026989838	0.019704401	6.730324368	0.000448621	36.198	102.103	45.032	109.952	139.94	127.272	126.423	142.396
ENSMUSG00000030148	-1.703929384	0.019896877	0.342027302	0.000454308	1.954	2.785	0.974	1.584	0.509	0.66	0.203	0.584
ENSMUSG00000003534	-1.358804229	0.020012914	1.665484637	0.000462958	6.378	2.989	6.334	2.772	1.209	1.379	1.286	2.482
ENSMUSG00000026605	-1.467299927	0.020012914	1.685257157	0.000463238	8.274	4.212	2.923	3.696	0.954	2.039	0.744	2.336
ENSMUSG00000032254	-1.709704004	0.020012914	0.741654439	0.000463523	2.873	3.125	1.67	2.244	0.254	0.36	0.677	1.387
ENSMUSG00000060216	-0.83185509	0.020012914	4.082727491	0.000463467	19.248	34.646	18.444	19.337	10.495	10.616	8.934	15.327
ENSMUSG00000078673	2.469897121	0.020012914	-0.410311946	0.000459429	0	0.136	0.557	0.132	0.7	0.96	1.895	0.584
ENSMUSG00000026928	-1.909897161	0.020193466	-0.193442972	0.00046903	2.011	1.087	0.905	0.858	0.127	0.3	0.271	0.438
ENSMUSG00000022742	0.610166418	0.020577471	7.37306182	0.000480422	126.809	151.829	107.673	167.634	207.684	199.605	188.891	160.788
ENSMUSG00000028943	-2.060158744	0.020577471	0.978101728	0.00048065	1.264	6.589	0.974	3.696	0.572	0.42	0.474	1.168
ENSMUSG00000073940	-1.374741298	0.020890613	2.728179864	0.000489335	4.022	19.972	6.125	9.702	3.944	4.198	2.775	2.7
ENSMUSG00000093938	-0.950484672	0.020898809	3.125047384	0.000490898	10.482	19.352	8.449	9.96	4.45	4.948	6.038	6.576
ENSMUSG00000036585	0.538915414	0.020923629	7.000448133	0.000494227	106.928	119.222	95.771	119.654	152.853	133.27	139.891	145.096
ENSMUSG00000056133	-1.725729809	0.020923629	0.311638501	0.00049399	2.298	1.562	1.253	1.98	0.382	0.24	0.338	0.949
ENSMUSG00000022948	-1.262139157	0.02128795	1.264765335	0.000505625	2.126	4.212	3.48	3.696	1.272	1.559	1.218	0.949
ENSMUSG00000027134	-1.505265987	0.02128795	0.357827979	0.000505557	2.356	1.495	1.462	1.782	0.7	0.6	0.609	0.292
ENSMUSG00000027248	0.710390849	0.021301209	8.445135477	0.000507338	240.402	237.696	282.023	351.503	323.388	402.27	413.922	486.672
ENSMUSG00000002458	-1.230602037	0.021333605	1.767657152	0.000510909	4.539	8.288	3.967	2.772	1.908	2.159	1.421	1.825
ENSMUSG00000031389	-1.045136119	0.021333605	3.091393992	0.000510284	9.344	21.136	9.258	8.532	4.453	4.253	7.248	4.666
ENSMUSG00000030579	-0.923410861	0.021420135	3.23138132	0.000514387	12.181	20.312	8.839	10.362	5.152	5.038	6.971	6.861
ENSMUSG00000002289	0.559098246	0.021496313	6.196517223	0.000517627	71.42	53.259	53.941	71.673	81.165	80.49	91.434	76.271
ENSMUSG00000036353	-0.938546378	0.021557605	2.110420987	0.000520517	5.286	7.676	5.29	5.082	2.862	2.999	2.436	2.482
ENSMUSG00000024965	-0.93463697	0.022020731	3.068227292	0.000533144	10.572	18.614	9.048	8.052	6.552	5.338	5.617	3.868
ENSMUSG00000038540	-2.480752873	0.022099011	2.018505782	0.000536489	2.008	21.791	2.55	2.301	1.59	0.183	1.722	0.926
ENSMUSG00000028980	0.558005977	0.022311122	8.534292055	0.000543103	345.952	330.017	283.833	312.631	437.376	376.959	421.299	427.261
ENSMUSG00000027108	0.508019179	0.022442502	5.606724719	0.000549675	39.243	47.689	36.888	46.132	58.011	52.42	52.112	52.769
ENSMUSG00000028381	-0.580209787	0.022442502	4.874871023	0.000550718	37.405	37.771	35.357	37.685	18.765	19.433	28.696	21.385
ENSMUSG00000049988	-1.592860305	0.022442502	0.984993222	0.00054924	2.011	5.638	2.366	1.782	0.509	1.14	0.677	1.095
ENSMUSG00000025270	0.57759554	0.02281295	6.521527273	0.000561305	80.757	88.48	60.707	82.329	98.237	92.051	102.268	120.558
ENSMUSG00000003206	-1.726987214	0.023147354	-0.142608625	0.000571052	1.432	1.087	0.905	1.518	0.318	0.24	0.541	0.219
ENSMUSG00000007034	-2.060137793	0.023538685	-0.62042237	0.000582251	1.034	0.679	1.322	0.462	0.191	0.18	0.203	0.146
ENSMUSG00000045382	-1.124348015	0.023583829	1.762331246	0.000584915	5.344	5.503	3.341	4.686	2.354	1.379	2.639	1.314
ENSMUSG00000019899	-0.879395717	0.023837925	4.020147531	0.000592781	32.234	13.451	26.17	16.697	10.814	11.996	12.994	7.08
ENSMUSG00000009145	-0.787714037	0.024051803	3.275909968	0.000599678	17.295	11.209	13.572	9.372	7.061	7.977	6.226	5.182
