ID	Log2FC	FDR	AveExpr	P value	MUP-uPA CPM 1	MUP-uPA CPM 2	MUP-uPA CPM 3	MUP-uPA CPM 4	MuP-uPA/sgp130_BGP-15_CPM 1	MuP-uPA/sgp130_BGP-15_CPM 2	MuP-uPA/sgp130_BGP-15_CPM 3	MuP-uPA/sgp130_BGP-15_CPM 4
ENSMUSG00000029798	-0.417563466	0.183131878	4.885714254	0.020638929	44.757	28.777	39.715	28.615	24.48	28.728	20.273	23.184
ENSMUSG00000030562	0.533566657	0.183131878	6.037648225	0.020645749	45.396	65.945	39.639	68.023	79.977	90.364	63.22	64.334
ENSMUSG00000029217	0.474188843	0.183239789	4.313346392	0.020669939	13.011	16.773	16.657	21.838	21.159	22.398	20.061	24.482
ENSMUSG00000026193	0.60648781	0.183391363	10.56049928	0.020699071	1867.823	1104.617	1058.716	994.163	2135.388	1902.847	1508.896	1458.964
ENSMUSG00000027797	-1.207276102	0.183647416	1.288600645	0.020740023	7.292	0.957	4.076	1.492	1.184	0.983	1.758	1.321
ENSMUSG00000090386	0.701902455	0.183874111	2.673973292	0.02077769	5.147	5.931	5.552	3.255	11.448	7.372	5.994	5.077
ENSMUSG00000040522	-0.766555825	0.184377004	2.491399768	0.020846616	10.581	3.635	9.98	5.29	2.684	4.845	3.677	4.243
ENSMUSG00000017466	-0.57059666	0.184588319	4.702596071	0.020889013	41.893	20.6	50.743	19.532	18.238	17.694	23.897	19.891
ENSMUSG00000021906	0.39266614	0.184588319	4.644681858	0.020911956	19.788	21.863	26.732	21.466	26.788	26.855	28.666	25.996
ENSMUSG00000022914	0.362836499	0.184588319	6.103694357	0.020931073	73.492	55.869	64.87	57.303	79.662	70.775	72.966	72.889
ENSMUSG00000058258	0.751623966	0.184588319	6.109129669	0.020928894	32.957	56.883	70.422	53.44	39.633	59.54	143.544	86.1
ENSMUSG00000111429	1.272019423	0.184588319	0.265264866	0.020902638	0.357	0.957	0.422	0.814	2.605	1.685	0.719	0.904
ENSMUSG00000032332	-1.104930292	0.184667475	2.823126681	0.020952166	19.588	4.209	13.845	3.391	3.316	4.704	6.953	1.739
ENSMUSG00000042215	-0.688724373	0.184703818	2.145211307	0.02096841	6.649	5.102	5.552	4.747	2.526	2.598	3.117	4.243
ENSMUSG00000021678	-1.314118113	0.185156681	0.964047617	0.021031972	4.146	0.51	5.201	1.289	0.711	0.702	1.359	1.113
ENSMUSG00000030609	-0.415267024	0.185195458	4.127021876	0.021064009	19.016	20.791	20.663	21.702	14.132	13.832	13.987	14.953
ENSMUSG00000050379	-0.818821686	0.185195458	1.961689346	0.021063862	6.506	3.125	6.958	3.73	3.632	2.387	1.439	2.921
ENSMUSG00000052821	-0.950453391	0.185195458	1.879001613	0.021072834	6.005	2.742	9.347	1.967	2.684	2.247	2.158	2.087
ENSMUSG00000024338	-0.485359756	0.186280582	4.235701209	0.021208531	27.881	16.454	22.56	24.55	11.29	19.309	13.108	15.927
ENSMUSG00000025189	-1.650561534	0.186718557	-0.521708907	0.021294624	0.214	1.148	0.703	1.289	0.316	0.07	0.48	0.139
ENSMUSG00000036931	-1.528407103	0.186718557	-0.683639536	0.021295154	1.215	0.319	0.914	0.543	0.395	0.07	0.32	0.139
ENSMUSG00000038976	-0.565287206	0.186718557	4.448864822	0.021278241	31.17	15.243	44.277	20.278	14.685	20.572	16.385	15.371
ENSMUSG00000066406	0.410180998	0.18678806	7.025560453	0.021315338	145.054	86.545	133.324	106.612	154.191	125.892	144.584	145.083
ENSMUSG00000029204	-1.108903753	0.187135823	0.296057737	0.021367303	2.288	0.829	1.898	1.221	0.553	0.983	0.48	0.556
ENSMUSG00000048897	-0.401888467	0.187706124	4.397667149	0.021444738	24.235	21.046	32.048	22.855	16.896	19.449	15.905	16.901
ENSMUSG00000036036	-1.262015683	0.187797138	0.025742718	0.021479783	2.359	0.765	1.546	0.543	0.395	0.562	0.4	0.556
ENSMUSG00000058099	-0.663575795	0.187797138	2.484296624	0.021476556	8.65	4.656	6.888	7.799	4.737	4.985	2.957	3.478
ENSMUSG00000102353	0.874545687	0.187952439	1.216358598	0.02150988	1.501	1.722	1.195	1.967	3	3.581	1.918	2.434
ENSMUSG00000026878	0.394889209	0.188063983	6.890303183	0.021534986	115.314	105.679	102.54	102.679	148.665	135.582	118.049	114.689
ENSMUSG00000034903	0.41964627	0.188124737	5.155327048	0.021554288	36.174	30.549	29.799	30.112	50.923	39.179	31.57	34.636
ENSMUSG00000030725	-0.729547394	0.18823659	1.901976815	0.021579456	5.076	3.954	5.763	4.001	2.526	2.317	1.838	3.617
ENSMUSG00000107605	1.489477365	0.188240984	-0.671972653	0.021592312	0.572	0.064	0.422	0.068	0.711	0.491	0.879	0.765
ENSMUSG00000030237	-0.544760771	0.188414862	3.844363565	0.021624621	15.942	16.71	22.068	15.87	14.29	7.162	14.067	8.833
ENSMUSG00000021870	0.416182292	0.18849782	6.516355236	0.021646511	97.87	78.063	88.344	64.361	121.821	108.83	86.718	84.295
ENSMUSG00000020085	-0.482327514	0.188581904	3.836989509	0.021681384	17.614	16.576	14.836	19.269	11.194	9.638	9.911	14.473
ENSMUSG00000024640	-1.254682415	0.188581904	1.582599379	0.021668878	7.435	0.957	7.45	1.628	1.737	0.843	2.398	1.391
ENSMUSG00000031007	-0.395411598	0.188581904	5.17673355	0.021693292	45.754	43.368	41.185	40.013	35.528	32.158	25.975	25.873
ENSMUSG00000042104	0.851693918	0.188595615	1.428306652	0.021710331	2.288	1.531	2.882	1.085	2.447	3.089	3.996	3.13
ENSMUSG00000097589	0.553243847	0.188595615	4.613096481	0.021719621	28.57	12.469	26.997	16.117	37.502	22.906	30.223	20.618
ENSMUSG00000024953	0.37643892	0.188639686	6.444121355	0.021737075	78.478	79.721	78.223	78.125	86.094	94.715	95.528	100.083
ENSMUSG00000032097	0.461349096	0.188684269	6.555049476	0.021754594	122.105	69.581	78.083	63.072	123.479	109.041	88.876	96.675
ENSMUSG00000067813	0.520773982	0.188769403	4.534856006	0.021789184	12.654	23.98	18.625	22.448	29.37	27.173	24.617	23.16
ENSMUSG00000072812	-1.014826083	0.188769403	1.385861613	0.021779648	5.362	2.105	4.849	1.763	1.263	1.474	2.558	0.904
ENSMUSG00000064325	1.262270768	0.189260756	1.975988151	0.021858319	0.286	3.635	1.125	3.866	6.632	6.319	3.197	4.64
ENSMUSG00000019122	-0.698040952	0.189569722	6.078164805	0.021934106	114.241	40.371	162.912	45.032	45.002	51.536	49.074	51.398
ENSMUSG00000031617	0.364539072	0.189569722	5.760768619	0.021956202	53.046	44.771	55.382	44.964	52.897	58.207	56.986	65.308
ENSMUSG00000031634	0.369402199	0.189569722	5.807784262	0.021949344	49.829	48.215	50.884	53.916	63.713	60.594	60.743	56.614
ENSMUSG00000038059	-1.080881064	0.189569722	0.522351542	0.021930715	1.072	1.148	2.319	2.713	0.947	0.772	0.799	0.626
ENSMUSG00000103509	0.59420663	0.189569722	2.754661958	0.021940294	6.434	4.72	5.271	5.629	10.264	5.687	7.193	7.511
ENSMUSG00000027677	0.365112643	0.189610706	5.55964408	0.021973391	46.494	36.407	49.672	40.039	58.503	50.764	45.963	48.158
ENSMUSG00000108181	0.924991543	0.189786145	1.769622963	0.022006176	4.647	1.531	1.968	1.492	5.527	3.862	2.398	4.799
ENSMUSG00000000282	-0.738991888	0.190014357	2.562015351	0.022045107	10.938	4.337	9.066	6.239	3.474	2.809	6.074	4.103
ENSMUSG00000042599	0.397201743	0.190160325	5.623532048	0.02207452	56.691	39.35	48.705	33.978	53.292	59.891	48.749	52.575
ENSMUSG00000114696	1.40377344	0.190717215	-0.049841774	0.022151681	1.144	0.128	0.211	0.475	1.737	1.334	1.039	0.626
ENSMUSG00000023191	-0.857358237	0.190775519	2.017391522	0.022183241	7.363	2.742	8.645	2.848	2.211	2.949	2.478	2.921
ENSMUSG00000106664	1.106590021	0.190775519	2.027031136	0.022183491	4.432	1.531	2.108	2.577	5.684	1.404	9.991	3.686
ENSMUSG00000026249	-0.999568457	0.191205036	2.38372508	0.022245983	11.224	3.253	12.721	2.17	2.842	2.528	3.597	3.895
ENSMUSG00000027709	0.408840054	0.191397948	4.736815683	0.022280987	30.24	21.238	24.523	19.735	35.054	29.121	24.216	27.958
ENSMUSG00000026113	0.532922759	0.191443839	3.74649588	0.022311455	17.873	9.311	10.542	8.138	18.238	15.658	12.708	13.841
ENSMUSG00000061991	-1.562614716	0.191443839	-0.202689766	0.022304184	1.43	0.383	2.179	0.61	0.79	0.15	0.08	0.348
ENSMUSG00000005672	0.492290431	0.191516427	3.18236362	0.022345049	8.65	7.207	9.137	6.239	11.211	9.058	10.79	9.111
ENSMUSG00000097336	0.869184028	0.191516427	0.982499261	0.022334563	1.072	1.531	1.616	1.221	3	2.106	2.238	1.878
ENSMUSG00000105719	1.278090645	0.19170498	-0.514291914	0.022379629	0.429	0.319	0.141	0.475	0.868	0.983	0.639	0.626
ENSMUSG00000102496	0.683903118	0.191779676	2.454305214	0.022400933	6.363	2.87	5.201	3.052	6.79	6.249	7.513	4.799
ENSMUSG00000040631	-1.174081675	0.19179658	0.202329163	0.022415494	1.503	1.673	2.088	0.542	0.786	0.429	0.703	0.419
ENSMUSG00000025855	-1.372528711	0.192213448	0.269223506	0.022497785	3.196	0.638	2.108	0.583	0.553	0.351	0.32	0.974
ENSMUSG00000031497	-1.142566204	0.192213448	0.552356237	0.022502053	3.146	0.638	2.53	1.424	0.947	0.843	0.48	0.835
ENSMUSG00000087185	1.076976773	0.192213448	0.390926138	0.022498292	0.934	1.086	0.426	0.68	1.903	0.986	1.362	1.95
ENSMUSG00000027750	-0.522079327	0.192248639	3.344209543	0.022518789	14.37	8.291	16.868	10.512	9.158	8.426	6.714	7.233
ENSMUSG00000023868	-1.119117578	0.192267942	1.344119536	0.022539789	6.005	1.403	5.341	1.356	1.263	1.966	0.799	1.669
ENSMUSG00000024399	-1.411197148	0.192267942	1.070770143	0.022571619	3.289	2.615	5.06	1.017	0.79	1.194	0	2.017
ENSMUSG00000027536	-0.67145325	0.192267942	3.144217561	0.022577814	15.673	6.25	16.446	7.392	4.895	7.021	7.913	5.773
ENSMUSG00000031604	0.71722089	0.192267942	8.13937739	0.022592083	143.624	252.111	295.603	196.473	223.589	189.927	542.048	379.329
ENSMUSG00000041845	-0.407297237	0.192267942	3.935671338	0.022596751	19.016	16.454	19.679	17.09	12.632	11.5	13.423	12.38
ENSMUSG00000105378	1.316459603	0.192267942	-0.552530275	0.022593953	0.286	0.383	0.211	0.407	1.184	0.702	0.4	0.765
ENSMUSG00000026333	0.492186742	0.193368395	3.316413933	0.022738773	8.293	8.419	8.293	8.952	9.158	11.234	10.63	13.006
ENSMUSG00000045319	0.48924818	0.193368567	3.586848326	0.022751482	10.438	9.822	10.191	10.715	12.711	9.76	13.907	16.831
ENSMUSG00000018427	-0.443891376	0.193732767	5.202997016	0.022845185	61.053	33.292	41.747	41.641	26.764	28.085	35.806	28.307
ENSMUSG00000029098	0.421223187	0.193732767	4.550112129	0.022842779	19.374	18.687	28.604	17.226	22.896	29.49	26.215	23.647
ENSMUSG00000040738	0.377896934	0.193732767	4.625540003	0.022840254	20.956	20.607	26.415	21.364	24.312	27.012	27.429	27.603
ENSMUSG00000097364	0.955334547	0.193732767	0.850054079	0.02280896	1.13	0.591	1.368	1.7	2.441	1.522	2.327	2.237
ENSMUSG00000109165	1.500433093	0.193804895	-0.720029995	0.022866409	0.357	0.128	0.351	0.203	0.947	0.562	0.16	1.043
ENSMUSG00000026005	0.376165451	0.194013376	5.213103132	0.022903738	33.262	35.234	37.184	28.57	38.5	40.923	42.004	38.624
ENSMUSG00000103132	1.099720806	0.19404269	1.216754324	0.022919932	2.931	0.957	1.054	1.017	2.684	1.123	4.476	3.269
ENSMUSG00000061118	0.491338004	0.194901289	3.198432768	0.023034137	8.171	8.127	8.817	6.345	10.996	8.897	9.27	11.447
ENSMUSG00000019774	0.621126945	0.194908117	2.234429077	0.023047735	4.575	3.253	4.147	3.188	6.079	5.266	5.115	4.869
ENSMUSG00000113769	-0.503644549	0.194977299	3.458713306	0.02306871	12.439	13.266	12.018	14.92	9.158	8.706	6.314	10.224
ENSMUSG00000029802	0.511064363	0.195009552	7.388886601	0.023098119	121.891	164.035	104.368	175.245	198.641	215.203	164.005	177.98
ENSMUSG00000031402	-0.395553803	0.195009552	5.088920494	0.023092536	37.318	39.542	50.392	34.045	33.317	24.996	27.894	26.151
ENSMUSG00000040479	-0.369540164	0.195128801	5.272334765	0.023125049	47.326	38.904	54.679	41.438	32.133	35.317	27.254	34.219
ENSMUSG00000017670	-0.506975406	0.195255886	3.225713785	0.023165735	14.298	8.291	13.353	9.698	7.895	6.179	6.874	8.207
ENSMUSG00000030019	-0.402317002	0.195255886	4.171069337	0.023159402	20.732	17.092	27.621	20.142	15.79	14.534	13.907	14.814
ENSMUSG00000031659	-0.687266554	0.195307444	3.225739397	0.023184669	17.086	5.804	17.289	8.545	6.237	8.566	4.556	7.651
ENSMUSG00000022439	-1.089294688	0.195518951	1.0998886	0.023222607	4.218	1.084	4.568	1.763	0.79	1.966	0.799	1.252
ENSMUSG00000073411	-0.492331172	0.195945699	8.626718354	0.023286151	586.005	333.108	510.524	512.308	262.749	366.443	275.66	354.5
ENSMUSG00000033533	0.407679141	0.196185553	7.991029662	0.023327529	219.761	234.381	225.181	228.348	281.381	278.887	271.664	280.289
ENSMUSG00000038301	-0.518964187	0.196312106	5.027225044	0.02335546	65.771	28.572	37.179	30.315	22.58	22.398	29.252	27.89
ENSMUSG00000070031	-0.656663668	0.196969474	2.378926415	0.023446593	8.507	4.871	8.428	4.408	3.312	3.581	3.916	4.173
ENSMUSG00000054675	-1.356697762	0.197056951	1.549733834	0.023469937	8.221	0.957	6.185	1.967	0.711	0.702	3.277	1.182
ENSMUSG00000091971	1.881283504	0.197063778	1.079743235	0.023496613	1.445	0.128	0.492	1.523	0.186	0.491	5.435	5.912
ENSMUSG00000112090	1.504821308	0.197063778	-0.185272422	0.023492721	0.286	0.191	0.562	0.61	2.447	0.702	0.959	0.278
ENSMUSG00000036473	-0.380358771	0.197304635	4.869554018	0.023551226	39.892	28.445	37.319	32.418	24.159	21.977	22.539	28.238
ENSMUSG00000044361	0.767506716	0.197304635	2.516436123	0.023550875	3.003	5.676	2.671	5.493	8.921	5.126	7.113	5.981
ENSMUSG00000035459	0.401515817	0.19756892	6.755164965	0.023595737	83.814	104.689	103.172	94.24	136.227	110.145	107.123	118.124
ENSMUSG00000098284	1.5970806	0.198198298	0.186321306	0.02368391	0.169	0.873	0	0.928	2.061	1.39	0.549	1.901
ENSMUSG00000023940	-1.400100195	0.198994854	0.37690372	0.023827911	2.288	0.574	3.795	0.543	0.868	0.772	0.24	0.487
ENSMUSG00000026839	0.514789157	0.198994854	6.354518647	0.023809782	57.764	74.173	92.561	57.104	79.662	64.175	92.792	131.59
ENSMUSG00000031951	-1.463791168	0.198994854	0.099437297	0.023831328	1.501	0.51	2.811	0.949	0.079	1.053	0.4	0.278
ENSMUSG00000032744	-0.860309389	0.198994854	1.660858773	0.023808733	3.86	2.934	7.239	2.509	2.211	2.317	2.318	1.321
ENSMUSG00000034327	0.652295757	0.199576237	2.70577589	0.023927146	6.363	3.38	7.45	4.001	10.106	7.443	7.273	5.286
ENSMUSG00000074923	-1.726288229	0.199576237	0.236851087	0.023919174	1.358	0.51	4.428	0.543	0.395	0.421	0.959	0
ENSMUSG00000032252	-0.373489985	0.199919882	5.393906217	0.023981465	45.825	47.578	53.835	49.779	39.87	31.245	32.769	36.236
ENSMUSG00000074634	-0.677525465	0.200453136	2.53602375	0.024058586	8.221	6.888	7.169	6.714	3.158	6.811	3.437	3.199
ENSMUSG00000072115	0.486296509	0.200570702	5.766603605	0.024085858	66.923	39.438	57.109	28.591	56.516	61.291	72.434	52.427
ENSMUSG00000063787	0.456588196	0.200659253	4.005086194	0.024113278	15.084	12.245	17.922	11.326	15.474	20.502	20.221	14.397
ENSMUSG00000112774	0.908883152	0.200659253	3.531995831	0.024122826	3.432	12.755	6.325	9.63	21.712	19.73	9.191	7.025
ENSMUSG00000026728	-0.655099909	0.201152629	5.435050517	0.024195339	95.296	30.677	70.211	30.587	24.633	27.173	39.723	36.445
ENSMUSG00000111325	1.037079001	0.201586535	0.699131249	0.024260759	1.001	0.446	1.195	1.492	1.974	1.194	2.797	1.808
ENSMUSG00000029009	-0.400733064	0.201589968	4.473702976	0.024274401	30.526	22.131	24.177	27.942	19.817	17.904	18.143	17.109
ENSMUSG00000022995	-0.878545739	0.201956133	2.050500916	0.024344997	7.935	2.934	8.504	2.848	3.948	1.755	2.638	2.434
ENSMUSG00000024777	-0.511113266	0.201956133	3.041981935	0.024337811	10.366	9.439	9.558	10.173	6.316	5.406	6.234	7.581
ENSMUSG00000104170	1.293971161	0.202807853	0.076454718	0.024460977	0.715	0.128	0.843	0.61	2.447	1.194	0.799	0.696
ENSMUSG00000060216	-0.468107912	0.203055527	3.836994489	0.024504174	18.23	11.48	21.366	18.108	13.58	11.304	8.872	11.824
ENSMUSG00000025572	-0.923062881	0.203553641	1.640729094	0.024580943	4.361	3.572	3.936	4.273	1.184	3.3	0.719	2.573
ENSMUSG00000031875	-0.633289189	0.203553641	2.821041623	0.024591	10.938	6.186	12.791	5.9	4.263	4.564	6.394	5.495
ENSMUSG00000018906	-0.773931325	0.203644385	2.072409435	0.02462869	6.22	5.166	3.092	6.578	3.474	2.106	2.478	3.408
ENSMUSG00000038522	0.591577792	0.203644385	5.143411631	0.024616764	17.444	41.009	22.279	33.435	42.002	47.675	33.169	39.783
ENSMUSG00000047648	0.380407465	0.203680889	4.600003892	0.02464647	25.665	20.217	20.171	21.363	27.317	25.838	26.935	24.551
ENSMUSG00000022742	0.462479129	0.203916974	7.423042534	0.024688419	128.11	167.032	122.641	175.042	202.509	206.427	179.59	174.224
ENSMUSG00000015243	0.467220738	0.204141485	8.64713506	0.024728997	476.911	300.964	382.401	259.409	437.31	471.973	443.501	430.797
ENSMUSG00000031486	-0.661769924	0.204361915	2.664677388	0.024769109	11.295	5.102	10.894	5.086	4.342	4.002	4.636	5.355
ENSMUSG00000026502	-0.412811077	0.204437845	4.918645643	0.024791728	44.109	27.041	43.926	30.247	21.712	22.749	25.016	29.42
ENSMUSG00000035441	-0.407655828	0.204519429	4.181123183	0.024815042	27.452	17.666	23.755	17.565	13.895	15.447	15.106	14.814
ENSMUSG00000022378	-0.563478576	0.20471834	3.166179742	0.02485261	13.798	7.271	15.392	8.342	7.974	7.302	6.634	5.425
ENSMUSG00000013539	0.40264514	0.2049065	4.233729148	0.024889782	17.515	14.669	16.586	18.311	20.922	17.483	19.821	23.369
ENSMUSG00000017781	-0.351282257	0.2049065	6.112095243	0.024902345	85.216	70.282	92.49	76.432	60.871	52.8	56.826	62.178
ENSMUSG00000036908	-0.399392704	0.204926891	5.011368942	0.024918271	37.532	30.103	49.829	36.351	24.238	29.981	22.139	29.837
ENSMUSG00000036782	-0.707132989	0.204958411	2.613049509	0.024935553	7.721	4.273	13.564	6.104	5.369	4.072	3.277	4.66
ENSMUSG00000045287	-0.561132717	0.205146231	3.374417901	0.024971866	11.867	12.309	12.932	13.496	11.448	8.496	6.953	4.869
ENSMUSG00000031360	-0.436475205	0.205420111	4.155582335	0.025018684	24.307	16.901	27.621	17.09	13.027	12.287	15.026	17.179
ENSMUSG00000022052	0.650982856	0.20550718	3.311906778	0.025042774	12.725	6.569	9.488	3.73	14.053	11.445	11.989	8.555
ENSMUSG00000035692	-0.900092199	0.205533828	1.803889792	0.025059509	6.077	2.87	6.747	2.848	1.263	3.37	1.359	2.852
ENSMUSG00000016356	1.137830411	0.205993884	0.025188908	0.025129118	1.144	0.319	0.492	0.407	1.263	1.194	1.439	0.835
ENSMUSG00000107835	1.121412761	0.20604884	0.45943579	0.025149343	1.001	0.893	0.703	0.678	3.237	1.474	1.119	0.835
ENSMUSG00000107461	1.208457021	0.206069577	-0.263415069	0.025165397	0.214	0.255	0.843	0.475	0.868	0.772	0.959	1.182
ENSMUSG00000020776	-0.589502079	0.206729183	4.54735764	0.025271919	45.682	27.998	17.781	24.822	17.053	13.621	23.578	16.692
ENSMUSG00000078786	0.55441388	0.206729183	2.915647215	0.02527308	6.755	4.426	7.335	6.75	10.057	7.145	9.509	7.198
ENSMUSG00000038729	-0.454614485	0.206878162	4.884952546	0.025304869	45.601	24.978	44.456	29.099	19.839	21.159	23.703	30.276
ENSMUSG00000018927	-0.694819494	0.207293918	2.451981774	0.025388536	10.08	3.763	7.59	6.443	3	4.845	3.357	4.312
ENSMUSG00000019558	-0.775586733	0.207293918	2.820838435	0.025396532	12.296	5.357	16.024	4.001	4.895	5.828	3.916	4.869
ENSMUSG00000034007	0.422623313	0.207293918	4.228347562	0.025392323	15.084	16.454	20.1	14.852	22.58	18.606	23.897	16.692
ENSMUSG00000103024	1.155720574	0.207355694	0.483541767	0.025417707	1.43	0.765	0.351	0.746	2.684	0.772	1.838	1.53
ENSMUSG00000022436	-0.923358312	0.207445982	1.160571914	0.025442387	3.074	1.594	3.936	2.916	1.026	1.896	0.719	1.808
ENSMUSG00000034936	0.929361574	0.207560425	3.808610692	0.025470044	16.514	8.482	6.185	8.884	11.448	5.687	33.808	18.431
ENSMUSG00000024818	0.406360372	0.20756527	4.581435928	0.025484259	18.587	23.916	21.506	20.821	23.606	27.524	27.894	24.969
ENSMUSG00000034652	-0.703672788	0.207814331	2.468611579	0.025528475	9.437	3.508	9.769	5.765	4.5	3.16	3.437	4.59
ENSMUSG00000044378	1.087287908	0.208069302	1.581132973	0.02557345	0.858	3.38	0.562	2.509	3.395	3.651	3.996	3.964
ENSMUSG00000050017	0.39447413	0.208168927	4.85445996	0.025599355	28.453	26.962	28.394	20.282	36.317	26.26	32.369	30.602
ENSMUSG00000086693	1.252442916	0.208618288	-0.303802964	0.025668304	0.776	0.396	0.292	0.221	0.717	0.601	1.068	1.306
ENSMUSG00000028621	0.556670725	0.208951464	2.773793352	0.02572301	4.504	6.569	5.763	5.629	7.5	7.653	7.913	7.581
ENSMUSG00000025492	-0.39912475	0.209257847	7.689990483	0.025774459	250.716	241.396	267.561	220.684	144.559	173.005	166.003	198.498
ENSMUSG00000053414	-0.796553733	0.209315256	2.203016724	0.025795265	6.434	3.508	11.104	3.255	3.079	2.809	3.197	3.338
ENSMUSG00000015854	-0.582024168	0.209415655	6.370385472	0.025835122	108.808	81.89	95.512	125.805	82.03	83.975	29.652	59.396
ENSMUSG00000032006	-0.83033566	0.209415655	2.657286004	0.0258295	10.366	3.635	15.181	4.883	2.605	4.774	4.076	5.425
ENSMUSG00000066440	0.391479274	0.209581562	5.967224048	0.025869343	53.26	58.484	53.835	58.325	79.504	73.443	61.142	58.075
ENSMUSG00000032333	-0.797623676	0.209624388	1.55427482	0.025888385	4.075	2.806	4.287	3.662	1.816	2.809	1.039	2.087
ENSMUSG00000104053	1.223554992	0.210247081	0.447855989	0.025979084	1.644	0.319	0.984	0.271	2.132	0.772	1.998	1.808
ENSMUSG00000040289	-1.239224003	0.210672996	0.108693127	0.026045536	1.501	0.765	2.319	0.949	0.632	0.913	0.4	0.139
ENSMUSG00000019852	-1.40028088	0.210730174	0.031724216	0.026107918	2.073	0.574	2.46	0.339	0.632	0.211	0.4	0.556
ENSMUSG00000021608	-0.672270631	0.210730174	2.13517238	0.026088845	5.719	4.018	7.45	4.815	4.027	3.44	2.717	2.365
ENSMUSG00000030703	-1.210503872	0.210730174	-0.388976971	0.026098059	0.929	0.841	1.107	0.705	0.237	0.562	0.16	0.417
ENSMUSG00000103324	1.249204672	0.210730174	-0.242946274	0.026069348	0.429	0.319	0.703	0.339	1.658	1.053	0.799	0.417
ENSMUSG00000026248	0.426351322	0.210793063	3.872785774	0.026129542	11.867	14.541	13.213	11.801	16.185	15.377	14.786	17.527
ENSMUSG00000039197	0.426846378	0.211317617	8.409457298	0.026217113	293.896	315.378	315.563	281.789	393.018	377.747	401.381	322.228
ENSMUSG00000046415	-1.500163665	0.211317617	-0.198876014	0.026236166	0.357	1.212	0.843	1.899	0.79	0.351	0.16	0.139
ENSMUSG00000090272	-0.518012498	0.211317617	4.993175132	0.026228564	54.833	23.406	52.641	28.62	27.08	29.841	18.063	25.177
